frame,timestamp,ear_right_top_x,ear_right_top_y,ear_right_top_likelihood,ear_right_inner_x,ear_right_inner_y,ear_right_inner_likelihood,ear_right_base_x,ear_right_base_y,ear_right_base_likelihood,ear_left_top_x,ear_left_top_y,ear_left_top_likelihood,ear_left_inner_x,ear_left_inner_y,ear_left_inner_likelihood,ear_left_base_x,ear_left_base_y,ear_left_base_likelihood,forehead_left_x,forehead_left_y,forehead_left_likelihood,forehead_center_x,forehead_center_y,forehead_center_likelihood,forehead_right_x,forehead_right_y,forehead_right_likelihood,glabella_x,glabella_y,glabella_likelihood,eye_right_top_x,eye_right_top_y,eye_right_top_likelihood,eye_right_inner_x,eye_right_inner_y,eye_right_inner_likelihood,eye_right_bottom_x,eye_right_bottom_y,eye_right_bottom_likelihood,eye_right_outer_x,eye_right_outer_y,eye_right_outer_likelihood,eye_right_center_x,eye_right_center_y,eye_right_center_likelihood,eye_right_lower_x,eye_right_lower_y,eye_right_lower_likelihood,eye_right_upper_x,eye_right_upper_y,eye_right_upper_likelihood,eye_right_outerlower_x,eye_right_outerlower_y,eye_right_outerlower_likelihood,eye_left_top_x,eye_left_top_y,eye_left_top_likelihood,eye_left_inner_x,eye_left_inner_y,eye_left_inner_likelihood,eye_left_bottom_x,eye_left_bottom_y,eye_left_bottom_likelihood,eye_left_outer_x,eye_left_outer_y,eye_left_outer_likelihood,eye_left_center_x,eye_left_center_y,eye_left_center_likelihood,eye_left_lower_x,eye_left_lower_y,eye_left_lower_likelihood,eye_left_upper_x,eye_left_upper_y,eye_left_upper_likelihood,eye_left_outerlower_x,eye_left_outerlower_y,eye_left_outerlower_likelihood,nose_bridge_x,nose_bridge_y,nose_bridge_likelihood,nose_tip_x,nose_tip_y,nose_tip_likelihood,nose_left_x,nose_left_y,nose_left_likelihood,nose_right_x,nose_right_y,nose_right_likelihood,philtrum_x,philtrum_y,philtrum_likelihood,mouth_outer_left_x,mouth_outer_left_y,mouth_outer_left_likelihood,mouth_outer_right_x,mouth_outer_right_y,mouth_outer_right_likelihood,mouth_outer_upper_x,mouth_outer_upper_y,mouth_outer_upper_likelihood,mouth_outer_lower_x,mouth_outer_lower_y,mouth_outer_lower_likelihood,mouth_inner_left_x,mouth_inner_left_y,mouth_inner_left_likelihood,mouth_inner_right_x,mouth_inner_right_y,mouth_inner_right_likelihood,mouth_inner_upper_x,mouth_inner_upper_y,mouth_inner_upper_likelihood,mouth_inner_lower_x,mouth_inner_lower_y,mouth_inner_lower_likelihood,chin_tip_x,chin_tip_y,chin_tip_likelihood,cheek_right_upper_x,cheek_right_upper_y,cheek_right_upper_likelihood,cheek_right_lower_x,cheek_right_lower_y,cheek_right_lower_likelihood,cheek_left_upper_x,cheek_left_upper_y,cheek_left_upper_likelihood,cheek_left_lower_x,cheek_left_lower_y,cheek_left_lower_likelihood,contour_right1_x,contour_right1_y,contour_right1_likelihood,contour_right2_x,contour_right2_y,contour_right2_likelihood,contour_right3_x,contour_right3_y,contour_right3_likelihood,contour_left1_x,contour_left1_y,contour_left1_likelihood,contour_left2_x,contour_left2_y,contour_left2_likelihood,contour_left3_x,contour_left3_y,contour_left3_likelihood,ribbon_center_x,ribbon_center_y,ribbon_center_likelihood,ribbon_right_top_x,ribbon_right_top_y,ribbon_right_top_likelihood,ribbon_right_bottom_x,ribbon_right_bottom_y,ribbon_right_bottom_likelihood,ribbon_left_top_x,ribbon_left_top_y,ribbon_left_top_likelihood,ribbon_left_bottom_x,ribbon_left_bottom_y,ribbon_left_bottom_likelihood,head_top_x,head_top_y,head_top_likelihood
354,14.160000,321.123387,117.484038,0.920541,509.988462,402.689174,0.178688,305.621630,354.155376,0.801753,295.334337,624.646203,0.249501,84.375496,183.051116,0.648453,521.115270,239.352411,0.439980,144.220935,529.947164,0.258832,665.026256,658.638150,0.816079,566.677412,124.897378,0.867006,165.202328,71.910036,0.968048,617.840977,511.327194,0.601765,617.167351,499.138581,0.839597,154.524471,452.149797,0.955467,517.508591,305.062596,0.409216,87.338202,424.159547,0.770624,180.727436,179.624463,0.680207,667.759468,539.870802,0.809085,75.243626,629.686221,0.172338,272.640894,34.737336,0.319601,245.756182,166.050748,0.947558,384.567826,33.796192,0.732895,564.024273,562.866046,0.166462,616.665771,273.266116,0.990416,393.579998,409.666015,0.326492,68.184482,3.857499,0.679036,662.585930,80.763257,0.798682,82.146497,600.052897,0.834529,20.033285,675.521831,0.449442,34.266233,174.273750,0.439780,539.752102,67.864321,0.150332,356.194128,479.869523,0.771628,284.474512,567.816445,0.110375,104.184790,147.739859,0.711530,568.720818,499.646201,0.939340,247.258485,682.881839,0.730487,550.057384,706.782202,0.950932,404.431297,56.469651,0.779651,622.414463,455.502323,0.999677,359.157904,570.998224,0.337064,101.944368,504.054917,0.815309,441.410235,32.809509,0.218412,17.761870,497.577961,0.449535,365.804636,368.561646,0.162223,478.835679,495.915428,0.215537,380.154886,582.284370,0.194571,280.414451,23.381420,0.392577,140.305567,345.880278,0.830549,191.633946,68.601405,0.962468,13.197882,501.459888,0.240326,435.829625,94.049294,0.840504,176.479181,67.709412,0.918543,10.373774,405.453465,0.992145,451.858237,708.727767,0.821423,522.302739,506.511214,0.251533,439.785247,474.105724,0.045830,682.144795,148.508113,0.724503
355,14.200000,153.626091,265.028127,0.634311,212.756801,554.244131,0.684368,87.186257,104.184979,0.929183,185.044589,180.869053,0.233513,235.002101,463.637449,0.851696,578.836969,457.608990,0.322343,533.340534,309.203986,0.292953,299.147872,25.518866,0.000798,379.234064,102.503864,0.569580,365.539023,678.105109,0.501127,71.720974,574.947400,0.741236,250.116423,373.378553,0.856068,290.335473,80.762296,0.718975,37.920992,248.553327,0.135197,76.968277,99.407748,0.281666,303.240895,495.979543,0.007524,434.157131,647.360932,0.872774,244.739298,565.449834,0.510372,230.415161,59.014773,0.928098,385.738626,166.826058,0.676406,562.454904,234.285172,0.362456,409.735434,95.507522,0.997138,385.005457,334.197235,0.257290,482.083056,715.502432,0.876035,152.197907,681.733505,0.357505,388.014034,455.232011,0.838671,247.457576,170.178248,0.171174,147.956265,689.768421,0.735325,164.820084,536.988565,0.480167,325.527484,207.356237,0.161347,48.405418,209.851280,0.346101,9.518662,536.795085,0.075556,403.455409,357.993991,0.485948,122.621607,176.301575,0.381027,107.967683,174.537546,0.447029,172.825543,331.611250,0.931888,704.336830,207.551173,0.526266,30.733450,218.542284,0.509979,347.967049,100.862007,0.131736,646.104572,276.134448,0.713723,115.425434,174.385062,0.424499,11.411987,410.481059,0.639595,151.023495,91.445756,0.723394,316.509963,234.872309,0.557496,436.650104,417.218804,0.020947,142.363838,283.046559,0.786013,572.524739,702.198443,0.333763,87.154755,198.273044,0.855202,625.057188,104.165505,0.785290,303.639886,256.064266,0.057430,7.722463,418.241350,0.921610,598.757248,55.631249,0.866472,379.295389,604.048951,0.982338,239.110536,259.156323,0.079433,336.661421,646.348350,0.438986,93.796459,207.515550,0.843105
356,14.240000,339.807169,449.202286,0.637003,257.588726,94.105269,0.819370,87.886996,192.990848,0.772853,214.913847,645.720892,0.894581,412.005840,587.814633,0.637941,117.312242,24.728024,0.462209,534.764114,182.938712,0.999286,413.903567,210.609058,0.687740,385.429987,630.611553,0.819972,437.662979,439.660053,0.321497,587.677381,46.402778,0.633455,566.221936,515.450402,0.348781,115.219384,313.871707,0.247987,236.433439,638.976091,0.860029,496.759869,592.246528,0.482909,34.025431,585.630560,0.636804,28.213617,392.438338,0.477734,621.794268,574.009819,0.103929,572.117813,88.793931,0.012055,550.783832,49.920840,0.299709,45.421194,662.823250,0.019098,234.064014,684.954366,0.159827,414.333435,596.095604,0.411390,587.291610,181.074538,0.475787,129.438942,390.407387,0.966010,669.647950,355.605600,0.900984,164.615109,523.904095,0.412035,630.084001,510.734811,0.087610,376.954971,388.519295,0.807523,449.944983,538.416705,0.551191,363.489228,319.020236,0.759887,553.011534,687.413000,0.336174,696.258192,106.172664,0.453779,348.102896,490.273818,0.238327,357.661596,74.038491,0.103530,605.662782,626.856241,0.401198,713.741897,567.984298,0.967823,183.629204,11.561272,0.861163,584.824925,539.558585,0.873110,438.674166,58.315300,0.578316,632.542839,224.324303,0.290013,576.993877,505.716740,0.683163,403.023242,666.151699,0.182992,5.815918,553.901718,0.901471,104.636586,338.799488,0.280278,350.816618,442.912534,0.828139,70.197222,275.964226,0.175945,219.660840,185.339389,0.377031,384.846847,271.480114,0.963052,340.627226,605.205523,0.586267,435.384162,352.236824,0.150695,399.515709,104.588731,0.518752,420.734850,47.881225,0.687867,556.765965,203.782554,0.338067,361.994731,654.427915,0.179455,338.285580,659.714704,0.544681
357,14.280000,430.277279,604.721455,0.936029,609.363451,138.229340,0.571360,120.522071,253.045079,0.270084,62.659001,219.497847,0.131442,596.438351,254.467187,0.920134,585.898550,491.955184,0.869097,307.741505,635.937950,0.380081,121.682973,190.030079,0.301167,668.127438,650.114629,0.427617,367.780102,419.904090,0.952330,202.167863,572.648629,0.975140,333.473244,512.970678,0.102832,278.747443,322.884109,0.360397,124.523304,46.819105,0.414698,398.750691,678.833162,0.078556,324.286574,72.352656,0.217812,178.612046,546.618485,0.544246,540.506966,172.590611,0.051353,208.035730,580.713203,0.056523,417.266811,113.465453,0.893888,49.399076,328.328820,0.945189,126.984299,59.636513,0.608739,599.475465,640.659144,0.393241,75.723164,418.176459,0.870344,592.729280,360.481130,0.125465,582.569790,73.713734,0.076352,603.187924,393.225056,0.981778,662.564238,124.089991,0.514300,98.595114,465.214620,0.162199,637.548073,428.433085,0.440076,415.545340,165.807971,0.957517,275.939190,172.964460,0.677558,15.284508,598.703714,0.639863,246.923166,383.914679,0.046434,22.686262,584.028611,0.863319,553.550561,130.367862,0.952227,27.459293,212.029142,0.592119,183.260544,557.162575,0.287282,515.682420,123.759301,0.478861,25.147835,38.724591,0.582496,346.287911,668.082622,0.857280,376.341667,617.910252,0.547231,539.490577,476.685816,0.211991,27.758465,353.280992,0.297055,395.305126,349.203750,0.055262,565.245901,47.359928,0.973970,376.628280,64.111048,0.343713,160.171062,429.473292,0.327674,165.504580,537.171386,0.980532,544.517595,269.701191,0.042034,714.387118,717.063166,0.517302,174.490984,404.827872,0.533874,7.604453,430.026610,0.502039,335.599059,576.513173,0.452057,216.903776,329.942439,0.313816,116.650396,415.599695,0.878059
358,14.320000,663.499535,13.458015,0.108741,217.658550,177.682470,0.470369,176.687850,0.598924,0.252517,703.444228,206.430252,0.589580,382.388356,473.715012,0.125741,58.789083,323.438741,0.870622,673.747578,219.181994,0.330369,272.057610,523.371285,0.761523,502.800141,619.830888,0.698005,457.848761,677.465788,0.093439,237.644702,149.404130,0.268079,95.463295,701.401082,0.101902,442.069906,333.517237,0.418140,192.670803,413.836014,0.190100,649.249779,291.285689,0.380434,185.351561,368.224287,0.795279,215.869441,583.842590,0.999108,716.137516,120.939664,0.445174,553.174221,118.155064,0.341770,681.205147,645.997696,0.772115,496.924363,211.255884,0.486570,622.976732,536.954326,0.985571,526.178342,423.662649,0.046490,285.918849,275.333635,0.355588,424.493009,276.077256,0.960392,79.283871,517.544084,0.255181,202.426361,388.513980,0.313037,507.805500,35.527580,0.325683,472.753514,542.295903,0.203606,569.779338,530.226180,0.817849,357.206807,1.335834,0.329529,418.086225,613.614161,0.452037,679.534430,424.384107,0.011027,66.647570,50.099925,0.184466,415.856238,84.649090,0.799624,250.214999,22.017805,0.734636,68.101492,123.241118,0.121251,554.673605,62.913633,0.529507,217.654337,702.276850,0.572506,539.749072,564.586707,0.155426,119.936436,559.793596,0.483953,109.971751,510.385413,0.935794,442.335754,471.656708,0.226279,219.349885,404.289750,0.984551,3.798494,90.213614,0.859543,99.413915,443.222926,0.400473,137.442124,581.801659,0.999219,678.603072,235.711950,0.083617,260.904979,10.740318,0.687356,305.978925,578.848611,0.885618,492.884720,596.765078,0.636607,321.443325,448.881069,0.992804,307.687686,205.815774,0.082135,358.959831,75.881138,0.332063,617.910348,94.562584,0.808411,277.241031,137.472992,0.223280
359,14.360000,90.385297,563.567035,0.056583,556.049406,466.128514,0.933108,497.810858,244.180044,0.559513,521.663956,362.823558,0.823382,379.888227,280.991041,0.077153,175.533368,151.075195,0.680069,218.770097,132.483578,0.673986,293.590870,195.174229,0.122065,658.438915,125.946267,0.744938,43.509208,650.534040,0.972901,570.977600,76.517582,0.251753,232.675616,512.790378,0.686763,365.514333,340.952839,0.524570,296.474692,209.142657,0.815273,289.855317,340.590183,0.912745,342.827257,475.016803,0.036162,635.039523,640.025055,0.170882,300.604007,236.689711,0.505737,121.518589,689.795627,0.986993,334.938373,172.662054,0.303705,502.760567,710.047672,0.056161,580.544708,399.025500,0.837770,454.257800,489.474475,0.700530,246.189869,545.192315,0.420172,298.817346,634.716401,0.116206,438.748378,705.531285,0.518076,206.969478,525.585739,0.476923,241.907431,346.361514,0.782959,481.351045,337.584577,0.160713,41.985922,20.048506,0.698171,398.543052,353.638785,0.676947,50.972600,116.603473,0.584724,494.915502,270.591481,0.903203,12.023115,476.663641,0.424560,95.909516,624.177391,0.086533,171.140829,166.187638,0.249690,621.417039,519.249334,0.959327,157.986675,12.505788,0.229647,350.686070,184.595674,0.898478,27.825232,493.919688,0.634266,363.560181,251.578642,0.670166,409.303823,11.156172,0.113718,246.522664,716.133529,0.740561,195.011036,304.318976,0.469583,506.660058,420.918871,0.055665,454.512306,208.413491,0.867969,512.824794,443.008161,0.385008,169.124187,676.559738,0.024076,223.804161,378.506421,0.255531,333.249575,88.400077,0.886979,39.894037,591.003409,0.036928,601.545698,159.412630,0.680013,120.737103,497.269772,0.607016,291.958847,194.161564,0.035452,463.136155,259.809713,0.411963,555.349283,648.148407,0.624424
360,14.400000,540.494101,298.058332,0.906418,157.982396,89.868444,0.311256,522.290739,182.905072,0.542978,143.802244,213.726011,0.762524,93.797772,204.674859,0.182157,579.309050,469.958551,0.099186,407.442887,450.518929,0.538532,41.375452,499.011182,0.771186,514.291080,221.444666,0.842014,706.686384,683.768203,0.964371,388.496336,347.562190,0.700189,347.160985,220.718634,0.330519,271.674732,324.967380,0.764075,598.680313,202.508381,0.688524,315.652930,98.389727,0.185851,34.232671,83.473326,0.918452,502.096983,317.762757,0.379918,309.881805,415.891321,0.925878,69.371432,428.864224,0.702123,371.019920,224.894374,0.080826,690.024578,383.360698,0.191299,650.704547,327.942318,0.756753,40.292267,446.078842,0.630895,267.781203,644.208331,0.975061,542.184866,108.366989,0.022945,27.665738,38.330522,0.252204,593.055577,597.425347,0.203584,700.153890,82.758586,0.873623,441.772034,414.938017,0.941824,302.563702,325.967654,0.605966,237.517636,222.369448,0.946240,697.122314,502.055108,0.687898,310.810597,55.447712,0.133845,317.522946,346.376285,0.730322,71.768304,143.832998,0.003190,266.738268,582.969103,0.079693,694.221243,709.164767,0.604219,87.791083,421.738786,0.018227,712.300165,677.548512,0.227916,449.624222,568.308317,0.420791,178.540585,91.554550,0.997246,553.455804,597.932431,0.248664,496.641978,177.294708,0.935304,9.711642,321.194956,0.856890,646.345054,367.230470,0.822855,304.512064,81.421261,0.884658,204.006156,100.023071,0.898299,197.854188,679.277756,0.427147,539.598688,586.573133,0.595898,41.700698,542.621958,0.002495,618.301169,230.728851,0.849492,150.060904,574.888558,0.990739,25.172172,105.058102,0.974749,298.044617,426.244576,0.977105,390.570928,44.857503,0.448602,60.599850,196.891912,0.435570
361,14.440000,143.592168,555.373749,0.469785,243.694987,278.430120,0.735285,491.729119,48.285233,0.785368,396.340666,297.976307,0.417342,67.897383,373.388007,0.763530,348.433596,505.357565,0.182108,334.348742,400.244479,0.042085,240.961517,314.208855,0.118134,309.596873,338.537405,0.131117,89.556811,659.059206,0.187129,479.537156,702.479006,0.880873,287.407327,517.199990,0.780599,100.683674,640.463736,0.629630,250.336580,367.385472,0.394844,397.089836,12.209477,0.258205,81.446819,264.879753,0.248075,574.717196,518.786922,0.871975,368.201947,515.082143,0.710042,444.399001,243.349128,0.283758,690.209719,58.987812,0.346612,497.216729,716.194244,0.100701,472.267976,305.963227,0.389432,354.122384,140.996973,0.267803,572.597007,269.441924,0.210069,162.258645,228.369012,0.984263,645.806862,255.650805,0.683893,333.965505,276.644904,0.968464,118.527933,623.856257,0.418043,151.152012,106.916132,0.024661,112.357653,439.566736,0.098310,685.704962,575.586914,0.915381,101.350799,180.321223,0.928214,6.887595,577.534313,0.439427,535.869986,555.582774,0.534536,157.750438,337.237330,0.653326,230.951478,585.360702,0.855948,14.396042,184.349989,0.636458,696.356929,515.437414,0.515011,77.042521,400.595449,0.651748,641.004691,83.529126,0.384296,590.122292,627.286620,0.232531,542.625176,365.030280,0.150800,586.543450,414.285734,0.403169,153.094604,704.440207,0.498514,593.322652,614.508851,0.714459,229.605845,585.239615,0.766349,292.272428,551.546374,0.814209,507.735835,42.909762,0.683108,301.543488,487.567234,0.899852,188.622014,695.373353,0.348268,534.143454,146.099773,0.370108,443.385597,534.381273,0.054301,155.782281,59.282152,0.081752,324.796195,383.597218,0.742064,397.337510,171.460923,0.199219,50.929744,58.060939,0.065217
362,14.480000,328.936400,338.201074,0.670441,422.710518,408.348766,0.306191,500.144862,492.869443,0.359957,626.228721,692.608899,0.207312,13.799698,246.605935,0.868442,342.962906,644.884899,0.227332,218.399119,489.371128,0.954619,613.369943,426.852548,0.875234,386.349496,485.521420,0.035872,260.677500,273.435016,0.767932,210.619924,208.244430,0.139684,301.566838,11.963583,0.220228,298.423875,312.769276,0.503654,282.980854,498.650389,0.815911,173.279755,381.541473,0.744641,83.393629,48.963882,0.443616,461.936231,224.038113,0.171181,344.091940,678.313720,0.958717,327.790204,327.958624,0.740578,616.187408,77.976004,0.357248,485.479782,241.164600,0.279961,608.955831,29.813077,0.350994,5.497585,694.319562,0.691636,715.049764,253.982197,0.136271,264.246760,148.846835,0.255921,163.164913,39.035978,0.711023,568.682506,190.547039,0.828797,0.065412,1.270306,0.998786,137.402758,433.559401,0.243203,430.870114,174.300072,0.742646,321.950971,418.583118,0.122498,285.472097,77.398945,0.831651,201.732929,25.762109,0.773490,375.247656,370.997363,0.487138,406.343410,31.936070,0.978055,638.081676,650.175304,0.115764,60.264520,611.204708,0.060702,615.544939,612.603589,0.585309,658.545530,157.884950,0.671985,61.877521,410.108788,0.264083,518.327635,686.573766,0.992539,78.233597,506.257124,0.361293,703.729606,419.917203,0.125785,429.690236,573.018071,0.218361,556.312214,460.282638,0.133041,528.243167,174.777859,0.041507,125.034986,124.875537,0.548188,447.871731,251.049425,0.386339,79.936958,225.821086,0.663226,51.052726,712.495117,0.613556,650.361665,345.206816,0.573482,18.329679,193.589304,0.488874,371.175768,378.258085,0.461660,301.175517,201.232407,0.235032,410.462501,506.891266,0.107801,705.246072,302.655526,0.765805
363,14.520000,165.317809,467.454846,0.883393,323.598706,683.279232,0.082083,687.817229,558.441139,0.338656,257.800569,339.156364,0.534643,620.484155,472.456543,0.851447,32.604434,432.558471,0.605203,83.795672,36.190637,0.280406,279.543589,336.635297,0.294432,425.967165,301.152514,0.583606,389.111141,514.718193,0.052020,518.491889,638.486637,0.564203,594.557074,133.998325,0.990355,298.841293,81.072655,0.779649,90.908881,292.849777,0.612540,53.552569,407.703133,0.507199,35.047155,624.735613,0.834401,394.006987,157.065865,0.469748,255.770789,470.284809,0.726031,395.740574,694.112776,0.224606,231.293907,456.812077,0.943607,375.078119,409.358848,0.613980,394.953686,283.738524,0.942136,98.940085,455.630954,0.886674,313.657734,233.901415,0.076699,87.717921,699.760678,0.634794,662.537227,463.034693,0.330886,112.904910,685.463746,0.670319,402.005993,517.601167,0.271458,410.211507,335.276765,0.282141,428.719523,453.800758,0.343488,22.120172,173.777709,0.226586,588.026300,497.763684,0.852399,305.690605,286.254802,0.947383,242.599192,225.877957,0.096646,520.645271,39.797418,0.786737,395.981712,348.646786,0.169920,154.133833,718.067346,0.593682,590.436222,245.122405,0.522781,147.292073,561.053860,0.794791,683.006894,661.174684,0.241080,203.449927,237.514615,0.329770,518.057743,610.142719,0.596593,576.315644,696.257976,0.940223,525.671721,653.099545,0.987886,217.935433,108.822125,0.491841,695.826990,698.813919,0.141336,308.071437,349.765199,0.066645,669.639858,405.809891,0.150128,329.962060,353.321139,0.273718,52.994595,270.590345,0.621780,347.924306,47.391367,0.184617,293.599719,586.825523,0.962067,273.545551,247.804932,0.242986,406.147183,626.285439,0.069579,576.937695,335.081028,0.179899,180.119996,313.907926,0.711416
364,14.560000,216.706592,526.185615,0.200510,135.801726,672.888425,0.231155,712.418144,243.443965,0.565946,234.084331,71.846800,0.930010,377.076894,579.736482,0.702906,576.567343,495.801759,0.658456,532.911469,306.792015,0.169665,68.671357,431.393775,0.215959,209.182161,546.813909,0.862774,492.361948,458.265815,0.737099,694.650446,173.333315,0.289785,708.053385,249.251646,0.551455,29.045562,272.941783,0.991304,108.911207,465.160565,0.826036,526.560053,713.766280,0.488367,53.928713,390.211914,0.149963,709.498317,719.324794,0.947645,463.195889,528.938272,0.727720,353.571030,184.036029,0.789789,705.833720,39.905162,0.131862,48.890074,111.210544,0.701282,493.727553,606.842531,0.873126,552.534743,632.509629,0.676992,297.321805,130.877368,0.064386,201.853806,228.350253,0.818962,372.567010,632.168035,0.435338,676.265024,58.219147,0.303188,623.639238,318.669011,0.098556,299.873082,443.546336,0.973329,37.117097,573.073911,0.780385,579.750694,519.361046,0.611620,421.690336,637.058858,0.929994,238.452538,349.123642,0.471903,497.110689,320.560755,0.138758,133.980108,45.625725,0.444168,555.761633,706.572442,0.318036,274.571003,266.336052,0.135509,56.140793,75.620825,0.158096,388.473298,197.142834,0.041234,91.130124,124.668635,0.770103,553.126024,572.271011,0.326025,678.500644,636.533923,0.649365,566.634942,102.879453,0.523886,440.267320,168.853528,0.605395,493.601443,536.435375,0.669949,564.997143,673.470067,0.192101,192.565739,245.179092,0.415049,236.686217,84.114202,0.794839,601.947290,36.630870,0.481935,680.349507,266.912384,0.138237,391.229504,145.909318,0.217969,170.736479,223.555221,0.782789,28.539740,18.111290,0.944977,212.271257,649.528476,0.633822,626.597211,293.709781,0.229081,278.109698,249.308211,0.705700
365,14.600000,303.565090,368.032828,0.107225,31.381516,128.512804,0.619163,202.106655,140.661160,0.195521,468.439062,4.329601,0.820071,189.886907,543.201020,0.305792,595.187538,466.055219,0.241004,343.550710,305.534156,0.596689,368.789089,656.919561,0.083758,350.307358,268.455605,0.932721,52.142417,482.847353,0.245106,649.648454,315.177647,0.547000,9.857212,135.655111,0.453173,341.973036,504.437636,0.697758,495.984465,78.213323,0.789283,664.860791,557.269225,0.867058,685.667113,659.197375,0.499994,288.444057,167.396518,0.167225,712.333790,704.457321,0.446044,556.160223,267.814587,0.232304,169.756769,74.325443,0.396326,42.029327,24.810831,0.106496,245.706242,640.048968,0.489775,23.390894,625.538385,0.797664,104.951469,0.959482,0.036241,198.229373,389.077593,0.004234,430.206378,243.959727,0.191157,561.133516,462.068622,0.087601,458.888434,601.126228,0.893381,17.302711,190.025902,0.197648,499.080325,185.791271,0.376051,658.646214,432.473755,0.586034,442.095119,593.552342,0.424909,415.392784,624.307758,0.737997,284.713504,676.250053,0.643826,516.607805,382.553762,0.058538,34.830855,418.713160,0.830706,429.408381,616.328608,0.450273,516.861319,438.314984,0.472602,15.674740,617.520600,0.933898,281.062806,640.585585,0.555848,583.711212,117.153687,0.927248,281.045567,526.108875,0.043939,660.401451,419.669806,0.943115,109.849631,373.511177,0.420742,41.207819,541.194484,0.945514,373.553923,72.924508,0.988308,97.506588,78.888784,0.633481,181.855945,254.643119,0.765795,459.704858,292.907708,0.628540,646.939389,184.346827,0.545634,94.767025,502.637257,0.549354,153.984761,614.552221,0.483931,233.118798,636.672929,0.969397,674.912764,478.415558,0.203178,89.781459,627.093526,0.051514,244.070251,41.959451,0.479192
366,14.640000,254.013915,186.423104,0.502478,608.808825,166.681804,0.031103,138.643130,354.000982,0.597081,656.686689,86.005590,0.131114,651.573905,141.973475,0.804391,528.538785,266.265032,0.096480,146.389275,139.728746,0.411406,328.279370,584.453830,0.833408,578.365218,371.829876,0.765632,194.791572,581.221372,0.003703,389.087314,206.084020,0.519730,162.539615,46.991237,0.438862,669.070063,78.946695,0.584573,76.197626,182.030995,0.166215,645.244086,274.996678,0.633117,46.174634,115.778362,0.465142,186.943074,364.370103,0.350472,262.397062,606.419452,0.843728,639.440346,244.837817,0.694739,582.810020,639.248896,0.224307,187.572468,56.638157,0.222701,660.784557,487.301356,0.753438,552.282320,102.163962,0.282165,226.781027,219.379988,0.186037,670.840273,447.514331,0.523372,691.916327,2.491679,0.440056,94.186391,384.208886,0.404326,563.547553,618.033618,0.065403,242.141539,307.162535,0.973206,9.990490,520.515286,0.155978,315.837482,346.995317,0.525907,62.929001,630.896677,0.111117,247.357313,604.191593,0.375341,305.049175,324.825255,0.772680,627.341291,349.372880,0.754073,522.539584,98.049885,0.456128,262.001892,606.485461,0.723981,193.833129,300.670963,0.817801,294.749627,679.356559,0.767861,478.097260,4.476401,0.734055,359.095382,45.120866,0.799090,185.671474,127.629828,0.306861,494.668279,213.255678,0.572645,280.971760,450.880379,0.070296,662.491050,621.722635,0.436906,2.102508,252.065995,0.854908,643.434606,140.783751,0.051969,221.046736,628.962941,0.831586,198.371104,424.514188,0.340766,145.170916,590.092099,0.029358,182.113396,343.730553,0.272539,508.689054,583.179977,0.618107,477.652435,318.707540,0.717321,341.277719,404.037301,0.957547,210.709853,408.255404,0.212218,19.129131,553.798031,0.836901
367,14.680000,395.140194,63.122610,0.196500,113.332883,638.078986,0.471294,392.469203,530.970298,0.367520,17.492192,168.358969,0.163693,355.508851,551.511264,0.060990,426.900891,243.278102,0.959225,205.179066,569.700876,0.299536,370.937827,342.351197,0.316690,675.926968,280.507597,0.666386,119.172422,131.939627,0.089694,216.410968,281.432832,0.544774,195.968124,167.311950,0.691742,62.975655,62.250936,0.247875,243.503785,673.970296,0.948621,103.106603,490.732769,0.239713,298.675718,566.072820,0.054871,159.820852,4.619447,0.717451,617.286528,510.128000,0.468500,496.889252,601.736875,0.084066,535.725406,589.606329,0.695086,216.382752,682.169545,0.443530,636.192935,66.795677,0.074528,541.915287,535.289831,0.325627,247.140548,364.038716,0.047806,73.145702,531.340020,0.382909,258.573057,520.991692,0.219640,162.109847,475.106531,0.839905,469.493990,105.930931,0.803344,218.607448,332.081866,0.280753,377.585896,257.934926,0.527200,236.763318,344.447736,0.857392,302.404629,702.674704,0.419815,233.727883,677.204064,0.751075,494.902005,32.743828,0.821265,547.776187,617.647564,0.966763,148.240092,142.490960,0.952822,597.045367,131.941505,0.494169,342.155165,465.311952,0.071739,705.593789,669.336690,0.185863,42.226047,555.886633,0.724666,573.086526,518.479936,0.616255,320.040338,250.331728,0.333648,42.606092,146.366649,0.358875,511.079931,258.007336,0.805356,400.056260,275.020457,0.850067,241.044787,578.039050,0.693849,131.847432,220.923940,0.479001,478.123498,52.143362,0.113893,543.915938,654.281784,0.787819,695.719966,178.286611,0.538162,69.937303,682.188997,0.789938,254.337809,12.663226,0.954965,335.091285,640.969732,0.143392,265.404511,301.981033,0.899113,558.280452,435.595521,0.620220,97.959741,237.902389,0.545377
